"Time","Observation"
0,20
0,20
0.0125,19.9969375781568
0.01875,19.9931097706635
0.0461538461538462,19.9582630452387
0.05,19.9510200050656
0.025,19.9877512504698
0.05,19.9510200050656
0.05,19.9510200050656
0.05,19.9510200050656
0.0625,19.9234863360052
0.06875,19.9074308719634
0.0961538461538462,19.8190604683198
0.1,19.8043199242527
0.075,19.8898512549699
0.1,19.8043199242527
0.1,19.8043199242527
0.1,19.8043199242527
0.1125,19.7524498678724
0.11875,19.7242453869367
0.146153846153846,19.5827841432665
0.15,19.560618294483
0.125,19.6945307780987
0.15,19.560618294483
0.15,19.560618294483
0.15,19.560618294483
0.1625,19.4846659102924
0.16875,19.4444505579963
0.196153846153846,19.2505913513993
0.2,19.2211087662154
0.175,19.4027464994527
0.2,19.2211087662154
0.2,19.2211087662154
0.2,19.2211087662154
0.2125,19.121446068954
0.21875,19.0694168200726
0.246153846153846,18.8241091728446
0.25,18.7874542569476
0.225,19.0159275782811
0.25,18.7874542569476
0.25,18.7874542569476
0.25,18.7874542569476
0.2625,18.6645693944561
0.26875,18.600981088224
0.296153846153846,18.3054265170968
0.3,18.2617788062462
0.275,18.5359686534637
0.3,18.2617788062462
0.3,18.2617788062462
0.3,18.2617788062462
0.3125,18.1162736685187
0.31875,18.0414377604278
0.346153846153846,17.697083891541
0.35,17.6466571722024
0.325,17.9652205635712
0.35,17.6466571722024
0.35,17.6466571722024
0.35,17.6466571722024
0.3625,17.47924444333
0.36875,17.39352747962
0.396153846153846,17.0020609580491
0.4,16.9451022202683
0.375,17.3064788324588
0.4,16.9451022202683
0.4,16.9451022202683
0.4,16.9451022202683
0.4125,16.756601887712
0.41875,16.6604237100279
0.446153846153846,16.2237619385972
0.45,16.160550166243
0.425,16.5629699767918
0.45,16.160550166243
0.45,16.160550166243
0.45,16.160550166243
0.4625,15.9518855045363
0.46875,15.8457171935436
0.496153846153846,15.3659989413884
0.5,15.2968437456898
0.475,15.7383357025686
0.5,15.2968437456898
0.5,15.2968437456898
0.5,15.2968437456898
0.5125,15.0690367942399
0.51875,14.9533983622721
0.546153846153846,14.4329732891484
0.55,14.3582133922189
0.525,14.8366150680466
0.55,14.3582133922189
0.55,14.3582133922189
0.55,14.3582133922189
0.5625,14.1123799493587
0.56875,13.9878377933969
0.596153846153846,13.4292549410493
0.6,13.3492565168262
0.575,13.8622247004369
0.6,13.3492565168262
0.6,13.3492565168262
0.6,13.3492565168262
0.6125,13.0866006746343
0.61875,12.9537648020954
0.646153846153846,12.3597601090517
0.65,12.2749149897762
0.625,12.8199371632665
0.65,12.2749149897762
0.65,12.2749149897762
0.65,12.2749149897762
0.6625,11.9967232364347
0.66875,11.856244277355
0.696153846153846,11.2297271783009
0.7,11.1404509353243
0.675,11.7148575803645
0.7,11.1404509353243
0.7,11.1404509353243
0.7,11.1404509353243
0.7125,10.8480858539001
0.71875,10.7006518741501
0.746153846153846,10.0446910495193
0.75,9.95142095783453
0.725,10.5523986309681
0.75,9.95142095783453
0.75,9.95142095783453
0.75,9.95142095783453
0.7625,9.64631455234821
0.76875,9.49264768348609
0.796153846153846,8.81045602906537
0.8,8.71364892553424
0.775,9.3382540384227
0.8,8.71364892553424
0.8,8.71364892553424
0.8,8.71364892553424
0.8125,8.3972956070054
0.81875,8.23814850927694
0.846153846153846,7.5330673994441
0.85,7.43319744521065
0.825,8.07837068232745
0.85,7.43319744521065
0.85,7.43319744521065
0.85,7.43319744521065
0.8625,7.1071467120332
0.86875,6.94329888784247
0.896153846153846,6.21878180951631
0.9,6.11633816756578
0.875,6.77891947072234
0.9,6.11633816756578
0.9,6.11633816756578
0.9,6.11633816756578
0.9125,5.78218701606565
0.91875,5.61444099197254
0.946153846153846,4.87403662943568
0.95,4.76952106867445
0.925,5.44626511498355
0.95,4.76952106867445
0.95,4.76952106867445
0.95,4.76952106867445
0.9625,4.42890617102243
0.96875,4.25808356696798
0.996153846153846,3.50541842041307
1,3.39934285800481
0.975,4.08693495547042
1,3.39934285800481
1,3.39934285800481
1,3.39934285800481
1.0125,3.05393254579705
1.01875,2.88087005080937
1.04615384615385,2.11963067374297
1.05,2.01251466773863
1.025,2.70758699061568
1.05,2.01251466773863
1.05,2.01251466773863
1.05,2.01251466773863
1.0625,1.66400076050935
1.06875,1.48954603460123
1.09615384615385,0.723460977106604
1.1,0.615829181649313
1.075,1.31497726605246
1.1,0.615829181649313
1.1,0.615829181649313
1.1,0.615829181649313
1.1125,0.26591870033959
1.11875,0.0909262226701592
1.14615384615385,-0.67625223102916
1.15,-0.783872635459763
1.125,-0.084073216493783
1.15,-0.783872635459763
1.15,-0.783872635459763
1.15,-0.783872635459763
1.1625,-1.13346582948973
1.16875,-1.30813894585349
1.19615384615385,-2.0726531560799
1.2,-2.17973504479744
1.175,-1.48271190846821
1.2,-2.17973504479744
1.2,-2.17973504479744
1.2,-2.17973504479744
1.2125,-2.52729864426038
1.21875,-2.700796850483
1.24615384615385,-3.45890222702209
1.25,-3.56492111298986
1.225,-2.87408827826606
1.25,-3.56492111298986
1.25,-3.56492111298986
1.25,-3.56492111298986
1.2625,-3.90875275155166
1.26875,-4.08022625350696
1.29615384615385,-4.82820959660846
1.3,-4.9326461993767
1.275,-4.25138736513285
1.3,-4.9326461993767
1.3,-4.9326461993767
1.3,-4.9326461993767
1.3125,-5.27106178984586
1.31875,-5.43967071040812
1.34615384615385,-6.17386839803642
1.35,-6.27621118717767
1.325,-5.60786315883881
1.35,-6.27621118717767
1.35,-6.27621118717767
1.35,-6.27621118717767
1.3625,-6.6075531701635
1.36875,-6.77247166292521
1.39615384615385,-7.48928759517822
